rank,county,state,pc_income,pop,households
1,Butte,South Dakota,"$21,744 ","10,197","4,015"
2,Assumption,Louisiana,"$21,743 ","23,268","8,571"
3,Crawford,Pennsylvania,"$21,741 ","88,173","34,831"
4,Gray,Texas,"$21,738 ","22,777","8,388"
5,Chouteau,Montana,"$21,737 ","5,827","2,228"
6,Stone,Missouri,"$21,733 ","31,817","13,320"
7,Van Buren,Michigan,"$21,732 ","75,897","28,374"
8,West Feliciana,Louisiana,"$21,720 ","15,522","4,007"
9,Box Elder,Utah,"$21,720 ","50,160","16,207"
10,Brazos,Texas,"$21,720 ","197,642","70,239"
11,Greenbrier,West Virginia,"$21,720 ","35,588","15,409"
12,Union,Illinois,"$21,719 ","17,722","6,852"
13,Lincoln,Montana,"$21,719 ","19,581","8,872"
14,Stanton,Kansas,"$21,712 ","2,210",775
15,Robertson,Texas,"$21,709 ","16,574","5,851"
16,Grant,Wisconsin,"$21,705 ","51,080","19,420"
17,Stewart,Tennessee,"$21,701 ","13,313","5,292"
18,Cass,Indiana,"$21,700 ","38,802","14,827"
19,Catoosa,Georgia,"$21,690 ","64,606","23,941"
20,Dade,Georgia,"$21,690 ","16,580","6,325"
21,Erath,Texas,"$21,670 ","38,744","14,383"
22,Stanislaus,California,"$21,663 ","518,321","166,883"
23,McLennan,Texas,"$21,660 ","237,316","84,862"
24,Floyd,Texas,"$21,655 ","6,371","2,457"
25,Wetzel,West Virginia,"$21,653 ","16,435","6,903"
26,Bradley,Tennessee,"$21,649 ","100,070","37,603"
27,Pulaski,Indiana,"$21,641 ","13,253","5,058"
28,Rusk,Texas,"$21,640 ","53,508","17,772"
29,Lynn,Texas,"$21,639 ","5,841","2,179"
30,Beaufort,North Carolina,"$21,636 ","47,575","19,266"
31,Finney,Kansas,"$21,629 ","36,920","12,515"
32,Juniata,Pennsylvania,"$21,628 ","24,737","9,248"
33,Boone,West Virginia,"$21,627 ","24,517","9,559"
34,Beltrami,Minnesota,"$21,622 ","45,021","16,781"
35,Lake and Peninsula,Alaska,"$21,616 ","1,454",508
36,Hopkins,Texas,"$21,606 ","35,295","13,303"
37,DeKalb,Tennessee,"$21,606 ","18,875","7,037"
38,Appanoose,Iowa,"$21,599 ","12,808","5,534"
39,Howard,Missouri,"$21,598 ","10,184","3,825"
40,Avery,North Carolina,"$21,598 ","17,756","7,122"
41,Saline,Illinois,"$21,596 ","24,950","10,174"
42,Jefferson,Oregon,"$21,593 ","21,461","7,882"
43,Randolph,Indiana,"$21,592 ","25,975","10,429"
44,Newberry,South Carolina,"$21,591 ","37,514","14,254"
45,Ontonagon,Michigan,"$21,585 ","6,584","3,269"
46,Pittsylvania,Virginia,"$21,583 ","63,077","26,092"
47,Colusa,California,"$21,579 ","21,366","6,853"
48,Franklin,New York,"$21,575 ","51,676","19,238"
49,Columbiana,Ohio,"$21,575 ","107,078","42,095"
50,Gaines,Texas,"$21,572 ","18,019","5,437"
51,Colbert,Alabama,"$21,572 ","54,456","22,260"
52,Aroostook,Maine,"$21,566 ","71,230","30,597"
53,Wayne,North Carolina,"$21,557 ","123,382","47,330"
54,Adams,Idaho,"$21,555 ","3,937","1,707"
55,Clinton,Indiana,"$21,554 ","33,086","11,745"
56,Johnson,Missouri,"$21,547 ","53,517","20,092"
57,Dickson,Tennessee,"$21,547 ","49,926","18,647"
58,DeSoto,Louisiana,"$21,547 ","26,813","10,270"
59,Cumberland,Virginia,"$21,540 ","9,943","4,049"
60,Lake,California,"$21,537 ","64,260","26,505"
61,Sedgwick,Colorado,"$21,536 ","2,376",943
62,Essex,Virginia,"$21,532 ","11,180","4,286"
63,Burleson,Texas,"$21,529 ","17,201","6,258"
64,Madison,Indiana,"$21,527 ","131,027","50,637"
65,Jefferson,Indiana,"$21,524 ","32,449","12,668"
66,Fayette,Illinois,"$21,523 ","22,088","8,124"
67,Lake,Montana,"$21,521 ","28,905","11,829"
68,Putnam,Indiana,"$21,520 ","37,799","12,414"
69,Cowley,Kansas,"$21,519 ","36,232","13,867"
70,Somerset,Maine,"$21,513 ","51,942","21,692"
71,Linn,Oregon,"$21,500 ","117,648","44,722"
72,Carlisle,Kentucky,"$21,500 ","5,064","2,034"
73,Loup,Nebraska,"$21,499 ",581,240
74,Iron,Michigan,"$21,499 ","11,723","5,289"
75,Dillingham Census Area,Alaska,"$21,498 ","4,923","1,339"
76,Craig,Virginia,"$21,498 ","5,199","2,122"
77,Crawford,Michigan,"$21,492 ","14,017","5,781"
78,Calloway,Kentucky,"$21,490 ","37,383","14,937"
79,Klamath,Oregon,"$21,489 ","66,211","27,378"
80,Monroe,Ohio,"$21,487 ","14,646","6,111"
81,Scott,Virginia,"$21,485 ","22,940","9,692"
82,Newton,Georgia,"$21,484 ","100,808","33,840"
83,McIntosh,Georgia,"$21,484 ","14,142","4,993"
84,Caldwell,Missouri,"$21,482 ","9,249","3,743"
85,Crawford,Ohio,"$21,478 ","43,348","17,655"
86,Carter,Oklahoma,"$21,476 ","47,904","17,411"
87,Sherman,Kansas,"$21,476 ","6,063","2,727"
88,Clay,Indiana,"$21,474 ","26,865","10,230"
89,Washington County,Utah,"$21,472 ","141,902","46,826"
90,Lamar,Texas,"$21,468 ","49,751","19,416"
91,Northwest Arctic,Alaska,"$21,461 ","7,624","1,828"
92,Preston,West Virginia,"$21,457 ","33,666","12,697"
93,Cotton,Oklahoma,"$21,452 ","6,166","2,345"
94,Lee,North Carolina,"$21,449 ","58,735","21,204"
95,Logan,Illinois,"$21,445 ","30,177","10,963"
96,Troup,Georgia,"$21,443 ","67,776","24,441"
97,Red River,Louisiana,"$21,443 ","9,028","3,320"
98,Oxford,Maine,"$21,441 ","57,657","22,890"
99,Lynchburg City,Virginia,"$21,440 ","76,467","28,556"
100,Tallapoosa,Alabama,"$21,434 ","41,428","16,373"
101,Harrison,Kentucky,"$21,424 ","18,693","7,179"
102,Webster,Nebraska,"$21,423 ","3,762","1,548"
103,Daviess,Indiana,"$21,416 ","31,928","11,160"
104,Pine,Minnesota,"$21,413 ","29,449","11,758"
105,Hernando,Florida,"$21,411 ","173,119","70,210"
106,Geary,Kansas,"$21,408 ","35,583","12,532"
107,Mitchell,North Carolina,"$21,404 ","15,453","6,455"
108,Franklin,North Carolina,"$21,399 ","61,154","23,313"
109,Marion,Tennessee,"$21,399 ","28,214","11,226"
110,Vernon,Louisiana,"$21,396 ","52,510","18,148"
111,Yoakum,Texas,"$21,389 ","7,998","2,654"
112,Lafayette,Mississippi,"$21,388 ","48,905","15,743"
113,Colfax,New Mexico,"$21,387 ","13,485","5,574"
114,Barrow,Georgia,"$21,379 ","69,933","23,413"
115,Hill,Montana,"$21,376 ","16,301","6,139"
116,Crittenden,Kentucky,"$21,375 ","9,283","3,794"
117,Washington County,Indiana,"$21,370 ","28,064","10,631"
118,Van Buren,Iowa,"$21,368 ","7,517","3,023"
119,Lawrence,Ohio,"$21,365 ","62,309","24,009"
120,Tazewell,Virginia,"$21,358 ","44,664","18,294"
121,Williams,Ohio,"$21,350 ","37,623","14,947"
122,Lauderdale,Mississippi,"$21,346 ","80,337","29,809"
123,Pike,Illinois,"$21,344 ","16,337","6,708"
124,Crenshaw,Alabama,"$21,343 ","13,955","5,601"
125,Garrard,Kentucky,"$21,341 ","16,896","6,302"
126,St. John the Baptist,Louisiana,"$21,335 ","45,139","15,440"
127,Baxter,Arkansas,"$21,334 ","41,281","18,155"
128,Taos,New Mexico,"$21,333 ","32,899","13,338"
129,San Bernardino,California,"$21,332 ","2,056,915","603,879"
130,Montgomery,Kansas,"$21,332 ","34,869","14,000"
131,Bannock,Idaho,"$21,327 ","83,091","30,271"
132,Owen,Indiana,"$21,318 ","21,467","8,552"
133,Gilmer,Georgia,"$21,317 ","28,308","11,513"
134,St. Mary,Louisiana,"$21,313 ","54,078","20,092"
135,Pleasants,West Virginia,"$21,312 ","7,602","2,747"
136,Stokes,North Carolina,"$21,311 ","47,063","18,969"
137,Ross,Ohio,"$21,310 ","77,802","28,308"
138,Jefferson,Pennsylvania,"$21,300 ","45,015","18,503"
139,Jasper,Georgia,"$21,297 ","13,748","5,132"
140,Person,North Carolina,"$21,292 ","39,361","15,320"
141,Polk,Florida,"$21,285 ","610,295","219,540"
142,Garvin,Oklahoma,"$21,285 ","27,410","10,294"
143,Clearfield,Pennsylvania,"$21,273 ","81,536","32,192"
144,Tangipahoa,Louisiana,"$21,273 ","122,665","44,418"
145,Hamblen,Tennessee,"$21,261 ","62,721","24,315"
146,San Juan,New Mexico,"$21,260 ","128,476","40,945"
147,Curry,New Mexico,"$21,259 ","49,302","18,027"
148,Pendleton,West Virginia,"$21,253 ","7,603","3,274"
149,Milam,Texas,"$21,248 ","24,503","9,330"
150,Chautauqua,Kansas,"$21,245 ","3,614","1,565"
151,Brown,Texas,"$21,236 ","37,942","13,405"
152,Carroll,Georgia,"$21,227 ","111,160","39,494"
153,Fulton,Indiana,"$21,226 ","20,698","8,221"
154,Vermilion,Illinois,"$21,225 ","81,147","31,575"
155,Pawnee,Oklahoma,"$21,220 ","16,592","6,341"
156,New Madrid,Missouri,"$21,215 ","18,695","7,423"
157,Allegany,Maryland,"$21,211 ","74,394","28,433"
158,Dyer,Tennessee,"$21,208 ","38,239","15,100"
159,Whitman,Washington,"$21,208 ","45,512","16,624"
160,Brown,Ohio,"$21,206 ","44,604","16,380"
161,Wabash,Indiana,"$21,201 ","32,650","12,703"
162,Terry,Texas,"$21,201 ","12,644","4,067"
163,Modoc,California,"$21,200 ","9,468","3,983"
164,Vigo,Indiana,"$21,192 ","108,084","39,597"
165,Gates,North Carolina,"$21,187 ","11,982","4,459"
166,Jefferson,Florida,"$21,184 ","14,469","5,347"
167,Pickens,South Carolina,"$21,182 ","119,483","43,971"
168,Hill,Texas,"$21,182 ","35,051","13,395"
169,Iberville,Louisiana,"$21,177 ","33,360","11,192"
170,Lewis,West Virginia,"$21,175 ","16,411","6,451"
171,Phelps,Missouri,"$21,173 ","44,969","16,699"
172,Gallia,Ohio,"$21,168 ","30,859","11,576"
173,Neosho,Kansas,"$21,163 ","16,477","6,508"
174,Smith,Tennessee,"$21,153 ","19,134","7,263"
175,Cumberland,Tennessee,"$21,141 ","56,589","23,764"
176,Dawes,Nebraska,"$21,137 ","9,172","3,709"
177,Jefferson Davis,Louisiana,"$21,132 ","31,498","11,634"
178,Lucas,Iowa,"$21,126 ","8,840","3,734"
179,Tucker,West Virginia,"$21,126 ","7,061","3,050"
180,Shelby,Texas,"$21,126 ","25,677","9,781"
181,Eastland,Texas,"$21,125 ","18,465","6,872"
182,Jasper,Missouri,"$21,124 ","116,803","44,849"
183,Ashland,Wisconsin,"$21,115 ","16,068","6,775"
184,Wayne,Indiana,"$21,114 ","68,557","28,185"
185,Elkhart,Indiana,"$21,109 ","198,662","70,130"
186,Delaware County,Oklahoma,"$21,109 ","41,394","16,589"
187,Rockingham,North Carolina,"$21,102 ","92,974","37,693"
188,Cottle,Texas,"$21,089 ","1,546",709
189,Onslow,North Carolina,"$21,084 ","179,935","60,071"
190,Grenada,Mississippi,"$21,084 ","21,745","7,941"
191,Greenwood,South Carolina,"$21,053 ","69,727","27,004"
192,Knox,Indiana,"$21,047 ","38,266","14,738"
193,Bates,Missouri,"$21,047 ","16,878","6,832"
194,Brown,Kansas,"$21,046 ","9,969","4,104"
195,Comanche,Kansas,"$21,041 ","1,905",791
196,Hocking,Ohio,"$21,037 ","29,268","11,478"
197,Harrison,Ohio,"$21,029 ","15,766","6,395"
198,Morgan,Ohio,"$21,027 ","15,008","6,204"
199,Bartow,Georgia,"$21,022 ","100,382","34,567"
200,Live Oak,Texas,"$21,016 ","11,603","3,882"
201,Linn,Missouri,"$21,015 ","12,592","4,854"
202,Jackson,North Carolina,"$21,014 ","40,362","15,609"
203,Livingston,Missouri,"$21,011 ","15,051","5,660"
204,Rusk,Wisconsin,"$21,004 ","14,571","6,430"
205,Lancaster,South Carolina,"$21,003 ","77,946","28,956"
206,Butte,Idaho,"$20,995 ","2,786","1,022"
207,Montgomery,Missouri,"$20,991 ","12,128","5,091"
208,Angelina,Texas,"$20,982 ","87,042","30,668"
209,Bibb,Georgia,"$20,982 ","155,524","56,585"
210,Allegany,New York,"$20,978 ","48,618","18,786"
211,Crawford,Kansas,"$20,974 ","39,182","15,370"
212,Wilson,North Carolina,"$20,972 ","81,365","31,690"
213,Lowndes,Mississippi,"$20,951 ","59,746","23,178"
214,Knox,Missouri,"$20,946 ","4,099","1,724"
215,Bon Homme,South Dakota,"$20,941 ","7,048","2,501"
216,Pottawatomie,Oklahoma,"$20,937 ","70,144","25,658"
217,Perry,Indiana,"$20,934 ","19,450","7,411"
218,Halifax,Virginia,"$20,929 ","35,938","14,770"
219,Bracken,Kentucky,"$20,918 ","8,472","3,252"
220,Rowan,North Carolina,"$20,912 ","138,265","52,300"
221,Pinal,Arizona,"$20,910 ","379,128","123,733"
222,Lumpkin,Georgia,"$20,908 ","30,428","10,999"
223,Obion,Tennessee,"$20,900 ","31,566","12,462"
224,Sequatchie,Tennessee,"$20,899 ","14,333","5,616"
225,Meade,Kentucky,"$20,898 ","29,028","10,342"
226,Edwards,Illinois,"$20,898 ","6,695","2,728"
227,Schoolcraft,Michigan,"$20,892 ","8,407","3,590"
228,Essex,Vermont,"$20,887 ","6,276","2,774"
229,Fayette,Pennsylvania,"$20,884 ","136,145","54,363"
230,Union,Indiana,"$20,883 ","7,420","2,943"
231,Crook,Oregon,"$20,883 ","20,894","8,880"
232,Richmond County,Virginia,"$20,875 ","9,140","2,853"
233,Payne,Oklahoma,"$20,868 ","77,897","30,010"
234,Walker,Georgia,"$20,865 ","68,481","26,191"
235,Harney,Oregon,"$20,865 ","7,314","3,113"
236,Pulaski,Missouri,"$20,863 ","52,795","15,747"
237,Esmeralda,Nevada,"$20,862 ",979,479
238,Martin,Texas,"$20,859 ","4,956","1,555"
239,Delaware County,Indiana,"$20,854 ","117,575","46,325"
240,Taylor,West Virginia,"$20,848 ","16,906","6,878"
241,Ashe,North Carolina,"$20,838 ","27,180","11,839"
242,Smyth,Virginia,"$20,837 ","31,979","12,650"
243,Umatilla,Oregon,"$20,836 ","76,306","26,744"
244,Mohave,Arizona,"$20,833 ","201,680","80,230"
245,Calhoun,Alabama,"$20,828 ","117,714","45,196"
246,Scott,Missouri,"$20,825 ","39,216","15,169"
247,Washington County,Maine,"$20,807 ","32,621","14,209"
248,Natchitoches,Louisiana,"$20,802 ","39,403","14,903"
249,Mifflin,Pennsylvania,"$20,794 ","46,698","18,711"
250,Gila,Arizona,"$20,792 ","53,335","20,601"
251,Liberty,Georgia,"$20,791 ","64,899","23,046"
252,Muskingum,Ohio,"$20,775 ","85,872","33,976"
253,Utah County,Utah,"$20,774 ","529,262","143,005"
254,Tuscola,Michigan,"$20,767 ","55,172","21,211"
255,Cullman,Alabama,"$20,760 ","80,499","31,342"
256,Clark,Wisconsin,"$20,754 ","34,630","13,036"
257,Edgefield,South Carolina,"$20,753 ","26,698","9,108"
258,Graves,Kentucky,"$20,746 ","37,329","14,419"
259,Costilla,Colorado,"$20,742 ","3,552","1,361"
260,Huntingdon,Pennsylvania,"$20,739 ","45,874","17,193"
261,Marshall,Tennessee,"$20,739 ","30,818","11,578"
262,Hooker,Nebraska,"$20,737 ",703,295
263,Okanogan,Washington,"$20,735 ","41,143","15,980"
264,Blount,Alabama,"$20,730 ","57,623","21,108"
265,Saguache,Colorado,"$20,726 ","6,200","2,692"
266,Phillips,Colorado,"$20,720 ","4,383","1,668"
267,Union,Arkansas,"$20,718 ","41,307","16,596"
268,Sanilac,Michigan,"$20,713 ","42,637","16,329"
269,Tyler,West Virginia,"$20,704 ","9,120","3,712"
270,Chilton,Alabama,"$20,701 ","43,744","16,232"
271,Walker,Alabama,"$20,698 ","66,622","25,751"
272,Briscoe,Texas,"$20,697 ","1,615",605
273,Morgan,Colorado,"$20,680 ","28,308","10,446"
274,Barton,Missouri,"$20,678 ","12,378","5,065"
275,McCulloch,Texas,"$20,677 ","8,302","2,967"
276,Pulaski,Kentucky,"$20,667 ","63,369","26,108"
277,Morrow,Oregon,"$20,663 ","11,218","3,741"
278,Hawkins,Tennessee,"$20,662 ","56,759","23,348"
279,Lawrence,Mississippi,"$20,655 ","12,734","4,830"
280,Elmore,Idaho,"$20,646 ","26,528","9,555"
281,Prairie,Montana,"$20,644 ","1,186",502
282,Lincoln,Georgia,"$20,641 ","7,894","3,394"
283,Carroll,Arkansas,"$20,637 ","27,531","11,019"
284,Miller,Arkansas,"$20,636 ","43,515","16,950"
285,Lincoln,Louisiana,"$20,633 ","46,926","16,877"
286,Marion,Ohio,"$20,624 ","66,323","24,578"
287,Newaygo,Michigan,"$20,623 ","48,280","18,156"
288,Cleveland,Arkansas,"$20,622 ","8,648","3,346"
289,Mason,West Virginia,"$20,622 ","27,271","10,609"
290,Muskegon,Michigan,"$20,621 ","171,153","65,008"
291,Jefferson,Tennessee,"$20,619 ","51,759","19,797"
292,Catron,New Mexico,"$20,616 ","3,683","1,581"
293,Mingo,West Virginia,"$20,609 ","26,460","10,827"
294,Fayette,Ohio,"$20,603 ","28,902","11,514"
295,Clay,South Dakota,"$20,595 ","13,953","5,145"
296,Grayson,Virginia,"$20,591 ","15,377","6,618"
297,Chippewa,Michigan,"$20,589 ","38,760","14,605"
298,Twin Falls,Idaho,"$20,588 ","78,067","28,166"
299,Lyman,South Dakota,"$20,586 ","3,804","1,423"
300,Mayes,Oklahoma,"$20,585 ","41,110","15,896"
301,Dickens,Texas,"$20,578 ","2,382",913
302,Wexford,Michigan,"$20,573 ","32,690","12,473"
303,St. Joseph,Michigan,"$20,570 ","61,111","22,326"
304,Cannon,Tennessee,"$20,566 ","13,790","5,383"
305,Rio Grande,Colorado,"$20,557 ","11,913","4,722"
306,Crawford,Georgia,"$20,556 ","12,607","4,620"
307,Brown,Illinois,"$20,555 ","6,904","2,105"
308,Allen,Kansas,"$20,552 ","13,318","5,505"
309,Pearl River,Mississippi,"$20,549 ","55,569","20,556"
310,Mora,New Mexico,"$20,543 ","4,788","1,532"
311,Guernsey,Ohio,"$20,537 ","39,935","15,690"
312,Stephens,Texas,"$20,535 ","9,493","3,509"
313,Parke,Indiana,"$20,534 ","17,210","5,893"
314,Gentry,Missouri,"$20,534 ","6,774","2,800"
